"id","nameaffiliation","title","doi","year","citations","authors","inb_grant"
"9289","Universitat de Barcelona (UB)","(13)C metabolic flux analysis shows that resistin impairs the metabolic response to insulin in L6E9 myotubes.","10.1186/s12918-014-0109-z","2014","4","Shirley Guzmán, Silvia Marin, Anibal Miranda, Vitaly A Selivanov, Josep J Centelles, Romain Harmancey, Fatima Smih, Annie Turkieh, Yves Durocher, Antonio Zorzano, Philippe Rouet, Marta Cascante","No"
"9290","Universitat de Barcelona (UB)","Design of an interface peptide as new inhibitor of human glucose-6-phosphate dehydrogenase.","10.1016/j.jmgm.2014.02.004","2014","3","Cristian Obiol-Pardo, Gema Alcarraz-Vizán, Santiago Díaz-Moralli, Marta Cascante, Jaime Rubio-Martinez","No"
"9291","Universitat de Barcelona (UB)","HepatoDyn: A Dynamic Model of Hepatocyte Metabolism That Integrates 13C Isotopomer Data.","10.1371/journal.pcbi.1004899","2016","3","Carles Foguet, Silvia Marin, Vitaly A Selivanov, Eric Fanchon, Wai-Nang Paul Lee, Joan J Guinovart, Pedro de Atauri, Marta Cascante","No"
"9292","Universitat de Barcelona (UB)","Maslinic Acid, a Natural Triterpene, Induces a Death Receptor-Mediated Apoptotic Mechanism in Caco-2 p53-Deficient Colon Adenocarcinoma Cells.","10.1371/journal.pone.0146178","2016","4","Fernando J Reyes-Zurita, Eva E Rufino-Palomares, Leticia García-Salguero, Juan Peragón, Pedro P Medina, Andrés Parra, Marta Cascante, José A Lupiáñez","No"
"9293","Universitat de Barcelona (UB)","Sampling with poling-based flux balance analysis: optimal versus sub-optimal flux space analysis of Actinobacillus succinogenes.","10.1186/s12859-015-0476-5","2015","3","Michael Binns, Pedro de Atauri, Anestis Vlysidis, Marta Cascante, Constantinos Theodoropoulos","No"
"9294","Universitat de Barcelona (UB)","ChainRank, a chain prioritisation method for contextualisation of biological networks.","10.1186/s12859-015-0864-x","2016","3","Ákos Tényi, Pedro de Atauri, David Gomez-Cabrero, Isaac Cano, Kim Clarke, Francesco Falciani, Marta Cascante, Josep Roca, Dieter Maier","No"
"9295","Universitat de Barcelona (UB)","Biological Marker Analysis as Part of the CIBERES-RTIC Cancer-SEPAR Strategic Project on Lung Cancer.","10.1016/j.arbr.2015.05.005","2015","4","Eduard Monsó, Luis M Montuenga, Julio Sánchez de Cos, Cristina Villena","No"
"9296","Universitat de Barcelona (UB)","Epicatechin gallate impairs colon cancer cell metabolic productivity.","10.1021/jf3052785","2013","5","Susana Sánchez-Tena, Gema Alcarraz-Vizán, Silvia Marín, Josep Lluís Torres, Marta Cascante","No"
"9297","Universitat de Barcelona (UB)","Polyamine production is downstream and upstream of oncogenic PI3K signalling and contributes to tumour cell growth.","10.1042/bj20121525","2013","6","Vinothini Rajeeve, Wayne Pearce, Marta Cascante, Bart Vanhaesebroeck, Pedro R Cutillas","No"
"9298","Universitat de Barcelona (UB)","Multistationary and oscillatory modes of free radicals generation by the mitochondrial respiratory chain revealed by a bifurcation analysis.","10.1371/journal.pcbi.1002700","2012","9","Vitaly A Selivanov, Marta Cascante, Mark Friedman, Mark F Schumaker, Massimo Trucco, Tatyana V Votyakova","No"
"9299","Universitat de Barcelona (UB)","Quantitative proteomic approach to understand metabolic adaptation in non-small cell lung cancer.","10.1021/pr500327v","2014","10","Alfonso Martín-Bernabé, Roldán Cortés, Sylvia G Lehmann, Michel Seve, Marta Cascante, Sandrine Bourgoin-Voillard","No"
"9300","Universitat de Barcelona (UB)","Macromolecular crowding effect upon in vitro enzyme kinetics: mixed activation-diffusion control of the oxidation of NADH by pyruvate catalyzed by lactate dehydrogenase.","10.1021/jp4118858","2014","11","Cristina Balcells, Isabel Pastor, Eudald Vilaseca, Sergio Madurga, Marta Cascante, Francesc Mas","No"
"9301","Universitat de Barcelona (UB)","A novel cyclometallated Pt(II)-ferrocene complex induces nuclear FOXO3a localization and apoptosis and synergizes with cisplatin to inhibit lung cancer cell proliferation.","10.1039/c3mt00194f","2014","10","Roldán Cortés, Míriam Tarrado-Castellarnau, Daniel Talancón, Concepción López, Wolfgang Link, Daniel Ruiz, Josep Joan Centelles, Josefina Quirante, Marta Cascante","No"
"9302","Universitat de Barcelona (UB)","Diphenyl urea derivatives as inhibitors of transketolase: a structure-based virtual screening.","10.1371/journal.pone.0032276","2012","3","Cristian Obiol-Pardo, Gema Alcarraz-Vizán, Marta Cascante, Jaime Rubio-Martinez","No"
"9303","Universitat de Barcelona (UB)","Effect of crowding by Dextrans in enzymatic reactions.","10.1016/j.bpc.2013.10.006","2014","14","Isabel Pastor, Laura Pitulice, Cristina Balcells, Eudald Vilaseca, Sergio Madurga, Adriana Isvoran, Marta Cascante, Francesc Mas","No"
"9304","Universitat de Barcelona (UB)","Oxygen pathway modeling estimates high reactive oxygen species production above the highest permanent human habitation.","10.1371/journal.pone.0111068","2014","5","Isaac Cano, Vitaly Selivanov, David Gomez-Cabrero, Jesper Tegnér, Josep Roca, Peter D Wagner, Marta Cascante","No"
"9305","Universitat de Barcelona (UB)","Metabolomics and fluxomics approaches.","10.1042/bse0450067","2008","25","Marta Cascante, Silvia Marin","No"
"9306","Universitat de Barcelona (UB)","Elevated activity of the oxidative and non-oxidative pentose phosphate pathway in (pre)neoplastic lesions in rat liver.","10.1111/j.1365-2613.2008.00582.x","2008","18","Wilma M Frederiks, Pedro Vizan, Klazina S Bosch, Heleen Vreeling-Sindelárová, Joan Boren, Marta Cascante","No"
"9307","Universitat de Barcelona (UB)","Antitumour activity on extrinsic apoptotic targets of the triterpenoid maslinic acid in p53-deficient Caco-2 adenocarcinoma cells.","10.1016/j.biochi.2013.08.017","2013","14","Fernando J Reyes-Zurita, Eva E Rufino-Palomares, Pedro P Medina, E Leticia García-Salguero, Juan Peragón, Marta Cascante, José A Lupiáñez","No"
"9308","Universitat de Barcelona (UB)","Hamamelitannin from witch hazel (Hamamelis virginiana) displays specific cytotoxic activity against colon cancer cells.","10.1021/np200426k","2012","4","Susana Sánchez-Tena, María L Fernández-Cachón, Anna Carreras, M Luisa Mateos-Martín, Noelia Costoya, Mary P Moyer, María J Nuñez, Josep L Torres, Marta Cascante","No"
"9309","Universitat de Barcelona (UB)","Methylseleninic acid promotes antitumour effects via nuclear FOXO3a translocation through Akt inhibition.","10.1016/j.phrs.2015.09.009","2015","8","Míriam Tarrado-Castellarnau, Roldán Cortés, Miriam Zanuy, Josep Tarragó-Celada, Ibrahim H Polat, Richard Hill, Teresa W M Fan, Wolfgang Link, Marta Cascante","No"
"9310","Universitat de Barcelona (UB)","A key role for mitochondrial gatekeeper pyruvate dehydrogenase in oncogene-induced senescence.","10.1038/nature12154","2013","185","Joanna Kaplon, Liang Zheng, Katrin Meissl, Barbara Chaneton, Vitaly A Selivanov, Gillian Mackay, Sjoerd H van der Burg, Elizabeth M E Verdegaal, Marta Cascante, Tomer Shlomi, Eyal Gottlieb, Daniel S Peeper","No"
"9311","Universitat de Barcelona (UB)","Novel Phenazine 5,10-Dioxides Release OH in Simulated Hypoxia and Induce Reduction of Tumour Volume In Vivo.","10.5402/2011/314209","2011","1","María L Lavaggi, Mauricio Cabrera, Cristina Pintos, Carolina Arredondo, Gisela Pachón, Jorge Rodríguez, Stella Raymondo, José Pedro Pacheco, Marta Cascante, Claudio Olea-Azar, Adela López de Ceráin, Antonio Monge, Hugo Cerecetto, Mercedes González","No"
"9312","Universitat de Barcelona (UB)","Neutral and ionic platinum compounds containing a cyclometallated chiral primary amine: synthesis, antitumor activity, DNA interaction and topoisomerase I-cathepsin B inhibition.","10.1039/c5dt01713k","2015","3","Joan Albert, Ramon Bosque, Margarita Crespo, Jaume Granell, Concepción López, Raquel Martín, Asensio González, Anusha Jayaraman, Josefina Quirante, Carme Calvis, Josefa Badía, Laura Baldomà, Mercè Font-Bardia, Marta Cascante, Ramon Messeguer","No"
"9313","Universitat de Barcelona (UB)","Cardiovascular disease-related parameters and oxidative stress in SHROB rats, a model for metabolic syndrome.","10.1371/journal.pone.0104637","2014","6","Eunice Molinar-Toribio, Jara Pérez-Jiménez, Sara Ramos-Romero, Laura Lluís, Vanessa Sánchez-Martos, Núria Taltavull, Marta Romeu, Manuel Pazos, Lucía Méndez, Aníbal Miranda, Marta Cascante, Isabel Medina, Josep Lluís Torres","No"
"9314","Universitat de Barcelona (UB)","Targeting cell cycle regulation in cancer therapy.","10.1016/j.pharmthera.2013.01.011","2013","72","Santiago Diaz-Moralli, Míriam Tarrado-Castellarnau, Anibal Miranda, Marta Cascante","No"
"9315","Universitat de Barcelona (UB)","Metabolic network adaptations in cancer as targets for novel therapies.","10.1042/bst0381302","2010","11","Marta Cascante, Adrian Benito, Miriam Zanuy, Pedro Vizán, Silvia Marín, Pedro de Atauri","No"
"9316","Universitat de Barcelona (UB)","Edelfosine-induced metabolic changes in cancer cells that precede the overproduction of reactive oxygen species and apoptosis.","10.1186/1752-0509-4-135","2010","9","Vitaly A Selivanov, Pedro Vizán, Faustino Mollinedo, Teresa W M Fan, Paul W N Lee, Marta Cascante","No"
"9317","Universitat de Barcelona (UB)","Maslinic acid-enriched diet decreases intestinal tumorigenesis in Apc(Min/+) mice through transcriptomic and metabolomic reprogramming.","10.1371/journal.pone.0059392","2013","15","Susana Sánchez-Tena, Fernando J Reyes-Zurita, Santiago Díaz-Moralli, Maria Pilar Vinardell, Michelle Reed, Francisco García-García, Joaquín Dopazo, José A Lupiáñez, Ulrich Günther, Marta Cascante","No"
"9318","Universitat de Barcelona (UB)","In situ localization of transketolase activity in epithelial cells of different rat tissues and subcellularly in liver parenchymal cells.","10.1369/jhc.5a6745.2005","2006","11","Joan Boren, Antonio Ramos-Montoya, Klazien S Bosch, Heleen Vreeling, Ard Jonker, Josep J Centelles, Marta Cascante, Wilma M Frederiks","No"
"9319","Universitat de Barcelona (UB)","Phenolic metabolites of grape antioxidant dietary fiber in rat urine.","10.1021/jf901972c","2009","12","Sonia Touriño, Elisabet Fuguet, María Pilar Vinardell, Marta Cascante, Josep Lluís Torres","No"
"9320","Universitat de Barcelona (UB)","Integrating tracer-based metabolomics data and metabolic fluxes in a linear fashion via Elementary Carbon Modes.","10.1016/j.ymben.2012.03.011","2012","7","Jon Pey, Angel Rubio, Constantinos Theodoropoulos, Marta Cascante, Francisco J Planes","No"
"9321","Universitat de Barcelona (UB)","Improved localization of glucose-6-phosphate dehydrogenase activity in cells with 5-cyano-2,3-ditolyl-tetrazolium chloride as fluorescent redox dye reveals its cell cycle-dependent regulation.","10.1369/jhc.5a6663.2005","2006","7","Wilma M Frederiks, Jan van Marle, Carel van Oven, Begonya Comin-Anduix, Marta Cascante","No"
"9322","Universitat de Barcelona (UB)","Punicalagin and catechins contain polyphenolic substructures that influence cell viability and can be monitored by radical chemosensors sensitive to electron transfer.","10.1021/jf204059x","2012","2","Anna Carreras, María Luisa Mateos-Martín, Amado Velázquez-Palenzuela, Enric Brillas, Susana Sánchez-Tena, Marta Cascante, Luis Juliá, Josep Lluís Torres","No"
"9323","Universitat de Barcelona (UB)","Antiproliferative effect of flavomannin-6,6'-dimethylether from Tricholoma equestre on Caco-2 cells.","10.1016/j.tox.2009.08.009","2009","1","Gisela Pachón-Peña, Fernando J Reyes-Zurita, Gerard Deffieux, Amaia Azqueta, Adela López de Cerain, Josep J Centelles, Edmond E Creppy, Marta Cascante","No"
"9324","Universitat de Barcelona (UB)","Target metabolomics revealed complementary roles of hexose- and pentose-phosphates in the regulation of carbohydrate-dependent gene expression.","10.1152/ajpendo.00675.2011","2012","9","Santiago Diaz-Moralli, Antonio Ramos-Montoya, Silvia Marin, Ana Fernandez-Alvarez, Marta Casado, Marta Cascante","No"
"9325","Universitat de Barcelona (UB)","Novel semisynthetic derivatives of betulin and betulinic acid with cytotoxic activity.","10.1016/j.bmc.2009.07.050","2009","35","Rita C Santos, Jorge A R Salvador, Silvia Marín, Marta Cascante","No"
"9326","Universitat de Barcelona (UB)","Strategies for structuring interdisciplinary education in Systems Biology: an European perspective.","10.1038/npjsba.2016.11","2016","0","Marija Cvijovic, Thomas Höfer, Jure Acimovic, Lilia Alberghina, Eivind Almaas, Daniela Besozzi, Anders Blomberg, Till Bretschneider, Marta Cascante, Olivier Collin, Pedro de Atauri, Cornelia Depner, Robert Dickinson, Maciej Dobrzynski, Christian Fleck, Jordi Garcia-Ojalvo, Didier Gonze, Jens Hahn, Heide Marie Hess, Susanne Hollmann, Marcus Krantz, Ursula Kummer, Torbjörn Lundh, Gifta Martial, Vítor Martins Dos Santos, Angela Mauer-Oberthür, Babette Regierer, Barbara Skene, Egils Stalidzans, Jörg Stelling, Bas Teusink, Christopher T Workman, Stefan Hohmann","No"
"9327","Universitat de Barcelona (UB)","Grape antioxidant dietary fiber inhibits intestinal polyposis in ApcMin/+ mice: relation to cell cycle and immune response.","10.1093/carcin/bgt140","2013","9","Susana Sánchez-Tena, Daneida Lizárraga, Anibal Miranda, Maria P Vinardell, Francisco García-García, Joaquín Dopazo, Josep L Torres, Fulgencio Saura-Calixto, Gabriel Capellà, Marta Cascante","No"
"9328","Universitat de Barcelona (UB)","Modulation of pentose phosphate pathway during cell cycle progression in human colon adenocarcinoma cell line HT29.","10.1002/ijc.24262","2009","34","Pedro Vizán, Gema Alcarraz-Vizán, Santiago Díaz-Moralli, Olga N Solovjeva, Wilma M Frederiks, Marta Cascante","No"
"9329","Universitat de Barcelona (UB)","Dynamic profiling of the glucose metabolic network in fasted rat hepatocytes using [1,2-13C2]glucose.","10.1042/bj20031737","2004","27","Silvia Marin, W-N Paul Lee, Sara Bassilian, Shu Lim, Laszlo G Boros, Josep J Centelles, Josep Maria FernAndez-Novell, Joan J Guinovart, Marta Cascante","No"
"9330","Universitat de Barcelona (UB)","Metabolic sensitivity of pancreatic tumour cell apoptosis to glycogen phosphorylase inhibitor treatment.","10.1038/sj.bjc.6602243","2004","31","W-N P Lee, P Guo, S Lim, S Bassilian, S T Lee, J Boren, M Cascante, V L W Go, L G Boros","No"
"9331","Universitat de Barcelona (UB)","Characterization of the metabolic changes underlying growth factor angiogenic activation: identification of new potential therapeutic targets.","10.1093/carcin/bgp083","2009","26","Pedro Vizán, Susana Sánchez-Tena, Gema Alcarraz-Vizán, Marta Soler, Ramon Messeguer, M Dolors Pujol, Wai-Nang Paul Lee, Marta Cascante","No"
"9332","Universitat de Barcelona (UB)","Transketolase-like 1 expression is modulated during colorectal cancer progression and metastasis formation.","10.1371/journal.pone.0025323","2011","27","Santiago Diaz-Moralli, Miriam Tarrado-Castellarnau, Cristina Alenda, Antoni Castells, Marta Cascante","No"
"9333","Universitat de Barcelona (UB)","A lyophilized red grape pomace containing proanthocyanidin-rich dietary fiber induces genetic and metabolic alterations in colon mucosa of female C57BL/6J mice.","10.3945/jn.110.133199","2011","15","Daneida Lizarraga, M Pilar Vinardell, Véronique Noé, Joost H van Delft, Gema Alcarraz-Vizán, Simone G van Breda, Yvonne Staal, Ulrich L Günther, John B Carrigan, Michelle A Reed, Carlos J Ciudad, Josep L Torres, Marta Cascante","No"
"9334","Universitat de Barcelona (UB)","Cyclin-dependent kinases 4 and 6 control tumor progression and direct glucose oxidation in the pentose cycle.","10.1007/s11306-011-0328-x","2012","9","Miriam Zanuy, Antonio Ramos-Montoya, Oscar Villacañas, Nuria Canela, Anibal Miranda, Esther Aguilar, Neus Agell, Oriol Bachs, Jaime Rubio-Martinez, Maria Dolors Pujol, Wai-Nang P Lee, Silvia Marin, Marta Cascante","No"
"9335","Universitat de Barcelona (UB)","Witch hazel (Hamamelis virginiana) fractions and the importance of gallate moieties--electron transfer capacities in their antitumoral properties.","10.1021/jf802345x","2008","11","Daneida Lizárraga, Sonia Touriño, Fernando J Reyes-Zurita, Theo M de Kok, Joost H van Delft, Lou M Maas, Jacco J Briedé, Josep J Centelles, Josep L Torres, Marta Cascante","No"
"9336","Universitat de Barcelona (UB)","Compartmentation of glycogen metabolism revealed from 13C isotopologue distributions.","10.1186/1752-0509-5-175","2011","9","Igor Marin de Mas, Vitaly A Selivanov, Silvia Marin, Josep Roca, Matej Orešic, Loranne Agius, Marta Cascante","No"
"9337","Universitat de Barcelona (UB)","High-resolution liquid chromatography/electrospray ionization time-of-flight mass spectrometry combined with liquid chromatography/electrospray ionization tandem mass spectrometry to identify polyphenols from grape antioxidant dietary fiber.","10.1002/rcm.3756","2008","14","Sonia Touriño, Elisabet Fuguet, Olga Jáuregui, Fulgencio Saura-Calixto, Marta Cascante, Josep Lluís Torres","No"
"9338","Universitat de Barcelona (UB)","The natural triterpene maslinic acid induces apoptosis in HT29 colon cancer cells by a JNK-p53-dependent mechanism.","10.1186/1471-2407-11-154","2011","40","Fernando J Reyes-Zurita, Gisela Pachón-Peña, Daneida Lizárraga, Eva E Rufino-Palomares, Marta Cascante, José A Lupiáñez","No"
"9339","Universitat de Barcelona (UB)","The stable isotope-based dynamic metabolic profile of butyrate-induced HT29 cell differentiation.","10.1074/jbc.m302932200","2003","42","Joan Boren, Wai-Nang Paul Lee, Sara Bassilian, Josep Joan Centelles, Shu Lim, Sayed Ahmed, László G Boros, Marta Cascante","No"
